stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
0049,0049,ID:0049 HALLANDALE BCH B/SE 16 A,,25.985748,-80.131683,,,0,
0050,0050,ID:0050 HALLANDALE BCH B/LAYNE B,,25.985817,-80.129707,,,0,
0051,0051,ID:0051 HALLANDALE BCH B/DIPLOMAT PKW,,25.985935,-80.127319,,,0,
0052,0052,ID:0052 HALLANDALE BCH B/3 ISLANDS B,,25.985991,-80.125320,,,0,
0053,0053,ID:0053 A1A/HALLANDALE BEACH B (S),,25.984766,-80.119667,,,0,
0054,0054,ID:0054 A1A/#1889,,25.983217,-80.119820,,,0,
0055,0055,ID:0055 A1A/#1945,,25.981283,-80.120079,,,0,
0056,0056,ID:0056 A1A/HEMISPHERES,,25.979752,-80.120186,,,0,
0057,0057,ID:0057 A1A/#2091,,25.977301,-80.120270,,,0,
0058,0058,ID:0058 A1A/COUNTY LINE R - (CLIFTON),,25.975916,-80.119797,,,0,
0059,0059,ID:0059 A1A/THE STRAND - (GOLDEN BEACH),,25.966034,-80.119751,,,0,
0060,0060,ID:0060 A1A/#299 - (GOLDEN BEACH),,25.963316,-80.119904,,,0,
0061,0061,ID:0061 A1A/#200 - (GOLDEN BEACH),,25.960417,-80.119934,,,0,
0062,0062,ID:0062 A1A/#19201 - (RAMADA RESORT),,25.954599,-80.120316,,,0,
0063,0063,ID:0063 A1A/OCEAN ROCK,,25.956682,-80.119850,,,0,
0064,0064,ID:0064 A1A/#325 - (GOLDEN BEACH),,25.963984,-80.119652,,,0,
0065,0065,ID:0065 A1A/THE STRAND - (GOLDEN BEACH),,25.966434,-80.119537,,,0,
0066,0066,ID:0066 A1A/#501 - (GOLDEN BEACH),,25.969599,-80.119385,,,0,
0067,0067,ID:0067 A1A/#601 - (GOLDEN BEACH),,25.972448,-80.119247,,,0,
0068,0068,ID:0068 A1A/COUNTY LINE RD,,25.976154,-80.119591,,,0,
0069,0069,ID:0069 A1A/#2030,,25.978468,-80.120018,,,0,
0070,0070,ID:0070 A1A/HEMISPHERES,,25.980095,-80.119865,,,0,
0071,0071,ID:0071 A1A/#1928,,25.981483,-80.119766,,,0,
0072,0072,ID:0072 A1A/#1849 - (HALLANDALE),,25.982851,-80.119598,,,0,
0074,0074,ID:0074 HALLANDALE BCH B/3 ISLANDS B - (W-MART),,25.986366,-80.125000,,,0,
0075,0075,ID:0075 HALLANDALE BCH B/3 ISLANDS B,,25.986250,-80.126701,,,0,
0077,0077,ID:0077 HALLANDALE BCH B/LAYNE B,,25.986116,-80.129799,,,0,
0078,0078,ID:0078 HALLANDALE BCH B/NE 16 A,,25.986015,-80.132568,,,0,
0079,0079,ID:0079 HALLANDALE BCH B/NE 14 A,,25.985966,-80.133865,,,0,
0080,0080,ID:0080 NE 14 A/HALLANDALE BCH B,,25.986429,-80.134216,,,0,
0081,0081,ID:0081 NE 14 A/300 MEADOWBROOK,,25.989716,-80.134300,,,0,
0082,0082,ID:0082 NE 14 A/600 MEADOWBROOK,,25.992544,-80.134369,,,0,
0083,0083,ID:0083 NE 14 A/ATLANTIC SHORES B,,25.994366,-80.134399,,,0,
0084,0084,ID:0084 ATLANTIC SHORES B/NE 12 A,,25.995134,-80.136330,,,0,
0085,0085,ID:0085 ATLANTIC SHORES B/NE 10 A,,25.995066,-80.138466,,,0,
0086,0086,ID:0086 ATLANTIC SHORES B/NE 8 A,,25.995035,-80.140518,,,0,
0087,0087,ID:0087 US1/ATLANTIC SHORES B,,25.995241,-80.142502,,,0,
0088,0088,ID:0088 US1/MOFFET S,,25.996984,-80.142548,,,0,
0089,0089,ID:0089 US1/WILEY S,,25.999722,-80.142601,,,0,
0090,0090,ID:0090 US1/RODMAN S,,26.001585,-80.142662,,,0,
0091,0091,ID:0091 US1/DEWEY ST,,26.003496,-80.142677,,,0,
0092,0092,ID:0092 US1/MADISON ST,,26.006720,-80.142799,,,0,
0093,0093,ID:0093 US1/MONROE ST,,26.008078,-80.142792,,,0,
0094,0094,ID:0094 US1/VAN BUREN ST,,26.009285,-80.142860,,,0,
0095,0095,ID:0095 US1/POLK S,,26.013651,-80.142998,,,0,
0096,0096,ID:0096 US1/JOHNSON ST,,26.019209,-80.143105,,,0,
0097,0097,ID:0097 US1/HAYES S,,26.021101,-80.143135,,,0,
0098,0098,ID:0098 US1/ARTHUR ST,,26.022848,-80.143105,,,0,
0099,0099,ID:0099 US1/ROOSEVELT S,,26.025568,-80.143120,,,0,
0100,0100,ID:0100 US1/HARDING S,,26.029081,-80.143135,,,0,
0101,0101,ID:0101 US1/THOMAS ST,,26.032505,-80.143150,,,0,
0102,0102,ID:0102 US1/SE 14 S (SHERIDAN S),,26.034782,-80.143181,,,0,
0103,0103,ID:0103 US1/SE 13 T,,26.035915,-80.143166,,,0,
0104,0104,ID:0104 US1/SE 11 S,,26.037382,-80.143219,,,0,
0105,0105,ID:0105 US1/SE 6 S,,26.041510,-80.143257,,,0,
0106,0106,ID:0106 US1/SE 4 S,,26.044594,-80.143333,,,0,
0107,0107,ID:0107 US1/SE 3 T,,26.046099,-80.143364,,,0,
0108,0108,ID:0108 US1/STIRLING RD,,26.049099,-80.143463,,,0,
0109,0109,ID:0109 US1/SE 1 S,,26.050783,-80.143517,,,0,
0110,0110,ID:0110 US1/NE 1 S,,26.054508,-80.143616,,,0,
0111,0111,ID:0111 US1/NE 2 S,,26.056204,-80.143684,,,0,
0112,0112,ID:0112 US1/OLD GRIFFIN R,,26.059084,-80.143768,,,0,
0113,0113,ID:0113 US1/GRIFFIN RD,,26.063717,-80.141479,,,0,
0114,0114,ID:0114 US1/SE 23 S - (SR 84),,26.093618,-80.136452,,,0,
0115,0115,ID:0115 US1/SE 21 S,,26.095968,-80.136513,,,0,
0116,0116,ID:0116 US1/SE 18 C,,26.098650,-80.136887,,,0,
0117,0117,ID:0117 SE 17 S/US 1,,26.100317,-80.137886,,,0,
0118,0118,ID:0118 SE 17 S/SE 3 A,,26.101034,-80.139465,,,0,
0119,0119,ID:0119 SE 3 A/SE 16 S,,26.102165,-80.139679,,,0,
0120,0120,ID:0120 SE 3 A/DAVIE B,,26.107250,-80.139946,,,0,
0121,0121,ID:0121 SE 3 A/SE 11 S,,26.109133,-80.140030,,,0,
0122,0122,ID:0122 SE 3 A/SE 9 S,,26.111483,-80.140038,,,0,
0123,0123,ID:0123 SE 3 A/SE 7 S,,26.112833,-80.140068,,,0,
0124,0124,ID:0124 SE 3 A/LAS OLAS B,,26.119717,-80.140335,,,0,
0125,0125,ID:0125 BROWARD B/NE 3 A,,26.122442,-80.141113,,,0,
0126,0126,ID:0126 PEMBROKE R/SW 62 A,,25.995468,-80.210114,,,0,
0127,0127,ID:0127 PEMBROKE R/SW 63 A,,25.995502,-80.213509,,,0,
0128,0128,ID:0128 PEMBROKE R/SW 68 A,,25.995230,-80.223824,,,0,
0129,0129,ID:0129 PEMBROKE R/SW 69 A,,25.995144,-80.226479,,,0,
0130,0130,ID:0130 PEMBROKE R/SW 71 A,,25.995060,-80.228981,,,0,
0131,0131,ID:0131 PEMBROKE R/DESOTO D,,25.994984,-80.234703,,,0,
0132,0132,ID:0132 PEMBROKE R/ISLAND D,,25.994944,-80.238220,,,0,
0134,0134,ID:0134 UNIVERSITY D/AIRPORT R W - (FL ST HSP),,26.001684,-80.247719,,,0,
0135,0135,ID:0135 UNIVERSITY D/FRENCH DRIVE,,26.014282,-80.248215,,,0,
0136,0136,ID:0136 UNIVERSITY D/JOHNSON S (S),,26.017601,-80.248337,,,0,
0137,0137,ID:0137 UNIVERSITY D/TAFT S,,26.024216,-80.248550,,,0,
0138,0138,ID:0138 NW 7 A/NW 4 S - (FAMILY HEALTH CTR),,26.125315,-80.150497,,,0,
0139,0139,ID:0139 UNIVERSITY D/PASADENA B,,26.027967,-80.248749,,,0,
0140,0140,ID:0140 DAVIE R EXT/NW 78 A,,26.034811,-80.244881,,,0,
0141,0141,ID:0141 DAVIE R EXT/NW 77 A,,26.035872,-80.242432,,,0,
0142,0142,ID:0142 DAVIE R EXT/NW 75 T,,26.037039,-80.239586,,,0,
0143,0143,ID:0143 DAVIE R EXT/PERSHING S - (DRIFTWOOD T),,26.039700,-80.235580,,,0,
0144,0144,ID:0144 DAVIE R EXT/PERSHING S (N),,26.040800,-80.234451,,,0,
0145,0145,ID:0145 DAVIE R EXT/NW 72 A,,26.042850,-80.232414,,,0,
0146,0146,ID:0146 DAVIE R EXT/STIRLING R (S),,26.044798,-80.231453,,,0,
0147,0147,ID:0147 DAVIE R/STIRLING R (N),,26.046782,-80.231430,,,0,
0148,0148,ID:0148 DAVIE R/#5410,,26.053268,-80.231667,,,0,
0149,0149,ID:0149 DAVIE R/#4800,,26.060984,-80.231895,,,0,
0150,0150,ID:0150 DAVIE R/GRIFFIN R,,26.063267,-80.231949,,,0,
0151,0151,ID:0151 SHERIDAN S/UNIVERSITY D,,26.030882,-80.246017,,,0,
0152,0152,ID:0152 DAVIE R/SW 43 S,,26.067867,-80.232124,,,0,
0153,0153,ID:0153 DAVIE R/SW 39 S,,26.072851,-80.232254,,,0,
0154,0154,ID:0154 DAVIE R/SW 37 S,,26.075516,-80.232101,,,0,
0155,0155,ID:0155 BC CENTRAL - (BUILD 19),,26.078798,-80.233681,,,0,
0156,0156,ID:0156 DAVIE R/BC - INSTITUTE OF PUBLIC SAFETY,,26.080950,-80.230484,,,0,
0157,0157,ID:0157 DAVIE R/SW 30 ST - (MC FATTER TECH CTR),,26.083521,-80.229729,,,0,
0158,0158,ID:0158 NOVA D/COLLEGE A,,26.087784,-80.236916,,,0,
0159,0159,ID:0159 NOVA D/SW 70 T,,26.088617,-80.240318,,,0,
0160,0160,ID:0160 NOVA D/SW 70 W,,26.089199,-80.242348,,,0,
0162,0162,ID:0162 NOVA D/SW 75 A,,26.090284,-80.246704,,,0,
0163,0163,ID:0163 NOVA D/UNIVERSITY D,,26.090868,-80.248764,,,0,
0164,0164,ID:0164 UNIVERSITY D/NOVA D,,26.091049,-80.250999,,,0,
0165,0165,ID:0165 UNIVERSITY D/SW 13 P,,26.103424,-80.249832,,,0,
0166,0166,ID:0166 UNIVERSITY D/PETERS R (N),,26.106138,-80.249924,,,0,
0167,0167,ID:0167 WESTFIELD BROWARD MALL - (FOOD COURT ENT),,26.116871,-80.255341,,,0,
0168,0168,ID:0168 SW 3 S/SW 82 A - (FIRE DPT),,26.116848,-80.258934,,,0,
0169,0169,ID:0169 PINE ISLAND R/BROWARD B,,26.121483,-80.264297,,,0,
0170,0170,ID:0170 PINE ISLAND R/NW 2 M,,26.124567,-80.263069,,,0,
0175,0175,ID:0175 SUNRISE B/NW 85 A,,26.148043,-80.262466,,,0,
0176,0176,ID:0176 SUNRISE B/UNIVERSITY D,,26.148451,-80.259201,,,0,
0177,0177,ID:0177 UNIVERSITY D/SUNRISE B,,26.149567,-80.256882,,,0,
0178,0178,ID:0178 UNIVERSITY D/SUNSET STRIP,,26.153233,-80.256989,,,0,
0179,0179,ID:0179 UNIVERSITY D/#2301 - (MED PRO BLD),,26.154900,-80.257042,,,0,
0180,0180,ID:0180 UNIVERSITY D/NW 26 C,,26.157833,-80.257095,,,0,
0181,0181,ID:0181 UNIVERSITY D/NW 27 P,,26.159431,-80.257118,,,0,
0182,0182,ID:0182 UNIVERSITY D/SUNRISE LK B,,26.161800,-80.257042,,,0,
0183,0183,ID:0183 UNIVERSITY D/NW 30 P,,26.163267,-80.256767,,,0,
0184,0184,ID:0184 UNIVERSITY D/OAKLAND PARK B (S),,26.165434,-80.256554,,,0,
0185,0185,ID:0185 UNIVERSITY D/OAKLAND PARK B (N),,26.167467,-80.256332,,,0,
0186,0186,ID:0186 UNIVERSITY D/NW 39 S,,26.172798,-80.255402,,,0,
0187,0187,ID:0187 UNIVERSITY D/DEL RIO VILLAGE,,26.173933,-80.254517,,,0,
0188,0188,ID:0188 UNIVERSITY D/NW 42 P - (SPRING CREST),,26.176086,-80.252586,,,0,
0189,0189,ID:0189 UNIVERSITY D/#4800,,26.183317,-80.251694,,,0,
0190,0190,ID:0190 UNIVERSITY D/INVERRARY B - (UNIV SHOPS),,26.186844,-80.251709,,,0,
0191,0191,ID:0191 UNIVERSITY D/INVERRARY B,,26.188608,-80.251801,,,0,
0192,0192,ID:0192 UNIVERSITY D/COMMERCIAL B,,26.192366,-80.251862,,,0,
0193,0193,ID:0193 UNIVERSITY D/NW 58 S,,26.196650,-80.251968,,,0,
0194,0194,ID:0194 UNIVERSITY D/NW 61 S,,26.200335,-80.252068,,,0,
0195,0195,ID:0195 UNIVERSITY D/NW 64 S,,26.203917,-80.252151,,,0,
0196,0196,ID:0196 UNIVERSITY D/MCNAB R (S),,26.207062,-80.252190,,,0,
0197,0197,ID:0197 UNIVERSITY D/MCNAB R (N),,26.209574,-80.252258,,,0,
0198,0198,ID:0198 UNIVERSITY D/NW 72 S,,26.213200,-80.252335,,,0,
0199,0199,ID:0199 UNIVERSITY D/#7910,,26.221399,-80.252586,,,0,
0200,0200,ID:0200 UNIVERSITY D/SOUTHGATE B,,26.229382,-80.252785,,,0,
0201,0201,ID:0201 UNIVERSITY D/SW 1 C,,26.231617,-80.252831,,,0,
0202,0202,ID:0202 UNIVERSITY D/RIVERSIDE D,,26.235416,-80.254051,,,0,
0203,0203,ID:0203 UNIVERSITY D/ATLANTIC B (N),,26.240934,-80.254036,,,0,
0204,0204,ID:0204 UNIVERSITY D/RAMBLEWOOD D,,26.246244,-80.253044,,,0,
0205,0205,ID:0205 UNIVERSITY D/SHADOW WOOD B,,26.248333,-80.253098,,,0,
0206,0206,ID:0206 UNIVERSITY D/NW 19 S,,26.254532,-80.252098,,,0,
0207,0207,ID:0207 NW 99 A/NW 23 S,,26.260216,-80.258034,,,0,
0208,0208,ID:0208 NW 99 A/NW 26 S,,26.264101,-80.258102,,,0,
0209,0209,ID:0209 ST ANDREWS TWR,,26.264444,-80.258324,,,0,
0210,0210,ID:0210 NW 4 S/NW 6 A - (FAMILY HEALTH CTR),,26.125795,-80.149826,,,0,
0212,0212,ID:0212 CORAL SPRINGS D/SAMPLE R,,26.273212,-80.266106,,,0,
0213,0213,ID:0213 SAMPLE R/NW 104 A,,26.272432,-80.265099,,,0,
0214,0214,ID:0214 SAMPLE R/CORAL HILLS D - (NW 96 A),,26.272341,-80.254364,,,0,
0215,0215,ID:0215 SAMPLE R/UNIVERSITY D (W),,26.272255,-80.250450,,,0,
0216,0216,ID:0216 SAMPLE R/UNIVERSITY D (E),,26.272238,-80.249466,,,0,
0217,0217,ID:0217 SAMPLE R/NW 90 A,,26.272215,-80.246216,,,0,
0218,0218,ID:0218 SAMPLE R/NW 87 A,,26.272100,-80.244713,,,0,
0219,0219,ID:0219 SAMPLE R/NW 85 A,,26.272135,-80.240059,,,0,
0220,0220,ID:0220 SAMPLE R/NW 85 A - (CORAL PINES),,26.272116,-80.238312,,,0,
0221,0221,ID:0221 SAMPLE R/RIVERSIDE D (W),,26.272076,-80.235245,,,0,
0222,0222,ID:0222 SAMPLE R/RIVERSIDE D (E),,26.272039,-80.233704,,,0,
0224,0224,ID:0224 NW 4 S/NW 6 A - (FAMILY HEALTH CTR),,26.125925,-80.149803,,,0,
0231,0231,ID:0231 UNIVERSITY D/NW 38 S,,26.277033,-80.250336,,,0,
0234,0234,ID:0234 SAMPLE R/UNIVERSITY D (E),,26.272501,-80.249718,,,0,
0235,0235,ID:0235 SAMPLE R/UNIVERSITY D (W),,26.272551,-80.251282,,,0,
0236,0236,ID:0236 SAMPLE R/NW 96 A - (CORAL HILLS D),,26.272560,-80.254028,,,0,
0238,0238,ID:0238 SAMPLE R/NW 101 A,,26.272633,-80.260201,,,0,
0239,0239,ID:0239 SAMPLE R/NW 104 A,,26.272699,-80.264732,,,0,
0240,0240,ID:0240 CORAL SPRINGS D/SAMPLE R,,26.271837,-80.266434,,,0,
0244,0244,ID:0244 UNIVERSITY D/ROYAL PALM B,,26.258589,-80.250229,,,0,
0245,0245,ID:0245 UNIVERSITY D/NW 20 S,,26.255981,-80.251587,,,0,
0246,0246,ID:0246 UNIVERSITY D/SHADOW WOOD B,,26.247616,-80.253349,,,0,
0248,0248,ID:0248 UNIVERSITY D/ATLANTIC B (S),,26.239485,-80.254852,,,0,
0249,0249,ID:0249 UNIVERSITY D/RIVRRSIDE D,,26.234400,-80.253899,,,0,
0250,0250,ID:0250 UNIVERSITY D/NW 78 S,,26.218166,-80.252785,,,0,
0251,0251,ID:0251 UNIVERSITY D/MCNAB R (N),,26.209646,-80.252541,,,0,
0252,0252,ID:0252 UNIVERSITY D/MCNAB R (S),,26.206734,-80.252548,,,0,
0253,0253,ID:0253 UNIVERSITY D/NW 61 S,,26.199368,-80.252365,,,0,
0254,0254,ID:0254 UNIVERSITY D/NW 57 S,,26.195465,-80.252266,,,0,
0255,0255,ID:0255 UNIVERSITY D/COMMERCIAL B,,26.192633,-80.252197,,,0,
0256,0256,ID:0256 UNIVERSITY D/NW 50 S,,26.188343,-80.252090,,,0,
0257,0257,ID:0257 UNIVERSITY D/NW 44 S,,26.179701,-80.251915,,,0,
0258,0258,ID:0258 UNIVERSITY D/NW 41 C SPRING CREST,,26.175545,-80.253448,,,0,
0259,0259,ID:0259 UNIVERSITY D/SPRINGTREE D,,26.169916,-80.256416,,,0,
0260,0260,ID:0260 UNIVERSITY D/OAKLAND PARK B (N),,26.168467,-80.256531,,,0,
0261,0261,ID:0261 UNIVERSITY D/OAKLAND PARK B (S),,26.166416,-80.256813,,,0,
0262,0262,ID:0262 UNIVERSITY D/SUNRISE LK B,,26.161867,-80.257332,,,0,
0263,0263,ID:0263 UNIVERSITY D/NW 27 P,,26.158768,-80.257431,,,0,
0264,0264,ID:0264 UNIVERSITY D/NW 25 C,,26.157194,-80.257423,,,0,
0265,0265,ID:0265 UNIVERSITY D/#2300 - (WENDYS),,26.154816,-80.257347,,,0,
0266,0266,ID:0266 UNIVERSITY D/ SUNSET STRIP,,26.152250,-80.257301,,,0,
0267,0267,ID:0267 SUNRISE B/UNIVERSITY D,,26.148727,-80.258667,,,0,
0275,0275,ID:0275 PINE ISLAND R/BROWARD B (S),,26.120016,-80.264618,,,0,
0276,0276,ID:0276 SW 3 S/SW 82 A - (FIRE DPT),,26.116674,-80.259087,,,0,
0277,0277,ID:0277 UNIVERSITY D/SR 84 - (WHOLE FOODS),,26.096399,-80.251335,,,0,
0279,0279,ID:0279 NOVA D/UNIVERSITY D,,26.090635,-80.249985,,,0,
0280,0280,ID:0280 NOVA D/SW 75 A,,26.090250,-80.246964,,,0,
0281,0281,ID:0281 DAVIE R/MC FATTER TECHNICAL CTR,,26.084118,-80.229736,,,0,
0282,0282,ID:0282 DAVIE R/SW 38 C,,26.074099,-80.232468,,,0,
0284,0284,ID:0284 DAVIE R/SW 42 S,,26.069584,-80.232353,,,0,
0285,0285,ID:0285 DAVIE R/ORANGE D,,26.067017,-80.232315,,,0,
0286,0286,ID:0286 DAVIE R/SW 46 S,,26.064251,-80.232231,,,0,
0287,0287,ID:0287 DAVIE R/SW 49 S,,26.060066,-80.232048,,,0,
0288,0288,ID:0288 DAVIE R/#5071,,26.057550,-80.231964,,,0,
0289,0289,ID:0289 DAVIE R/SUMMIT QUESTA SCHOOL,,26.052467,-80.231827,,,0,
0290,0290,ID:0290 DAVIE R/STIRLING R,,26.047050,-80.231667,,,0,
0291,0291,ID:0291 DAVIE R EXT/STIRLING R,,26.045433,-80.231598,,,0,
0292,0292,ID:0292 DAVIE R EXT/NW 35 S,,26.040199,-80.235229,,,0,
0293,0293,ID:0293 DAVIE R EXT/NW 75 T,,26.037132,-80.239670,,,0,
0294,0294,ID:0294 DAVIE R EXT/NW 77 A,,26.035952,-80.242432,,,0,
0295,0295,ID:0295 DAVIE R EXT/NW 78 A,,26.034750,-80.245300,,,0,
0296,0296,ID:0296 UNIVERSITY D/PASADENA B (N),,26.029034,-80.249031,,,0,
0297,0297,ID:0297 UNIVERSITY D/TAFT S,,26.023300,-80.248779,,,0,
0298,0298,ID:0298 UNIVERSITY D/NW 13 S,,26.019800,-80.248665,,,0,
0299,0299,ID:0299 UNIVERSITY D/JOHNSON S (N),,26.016733,-80.248535,,,0,
0300,0300,ID:0300 UNIVERSITY D/PINES B (S),,26.007435,-80.248215,,,0,
0302,0302,ID:0302 UNIVERSITY D/AIRPORT R W - (FL ST HSP),,26.000816,-80.248016,,,0,
0303,0303,ID:0303 PEMBROKE R/UNIVERSITY D,,25.994490,-80.246971,,,0,
0304,0304,ID:0304 PEMBROKE R/OLEANDER D,,25.994627,-80.242851,,,0,
0305,0305,ID:0305 PEMBROKE R/ISLAND D,,25.994671,-80.238037,,,0,
0306,0306,ID:0306 PEMBROKE R/DESOTO D,,25.994715,-80.234924,,,0,
0307,0307,ID:0307 PEMBROKE R/ALCAZAR D,,25.994801,-80.228813,,,0,
0308,0308,ID:0308 PEMBROKE R/SW 69 A,,25.994886,-80.226494,,,0,
0309,0309,ID:0309 PEMBROKE R/SW 68 A,,25.995016,-80.222809,,,0,
0310,0310,ID:0310 PEMBROKE R/SW 66 A,,25.995144,-80.218964,,,0,
0311,0311,ID:0311 PEMBROKE R/SW 64 A,,25.995264,-80.214386,,,0,
0312,0312,ID:0312 PEMBROKE R/SW 63 A,,25.995241,-80.212914,,,0,
0313,0313,ID:0313 US 441/PEMBROKE R,,25.995733,-80.206970,,,0,
0314,0314,ID:0314 US 441/MAYO S,,25.996950,-80.207001,,,0,
0315,0315,ID:0315 US 441/PLUNKETT S,,25.998852,-80.207100,,,0,
0316,0316,ID:0316 US 441/DEWEY S,,26.001499,-80.207230,,,0,
0317,0317,ID:0317 N 56 A/TYLER S,,26.011116,-80.199463,,,0,
0318,0318,ID:0318 N 56 A/FILLMORE S,,26.013916,-80.199562,,,0,
0319,0319,ID:0319 N 56 A/BUCHANAN S,,26.015732,-80.199615,,,0,
0322,0322,ID:0322 N 56 A/TAFT S,,26.025249,-80.200050,,,0,
0323,0323,ID:0323 N 56 A/PARK R,,26.028900,-80.200180,,,0,
0324,0324,ID:0324 N 56 A/THOMAS S,,26.031168,-80.200264,,,0,
0325,0325,ID:0325 N 56 A/DOUGLAS S,,26.036833,-80.200455,,,0,
0327,0327,ID:0327 STIRLING R/N 46 A,,26.047009,-80.190903,,,0,
0328,0328,ID:0328 STIRLING R/N 42 T,,26.047115,-80.187401,,,0,
0329,0329,ID:0329 ANGLERS A/SW 51 C,,26.058416,-80.168381,,,0,
0331,0331,ID:0331 N 56 A/STIRLING R,,26.045885,-80.200851,,,0,
0332,0332,ID:0332 N 56 A/ATLANTA S,,26.035500,-80.200500,,,0,
0333,0333,ID:0333 N 56 A/THOMAS S,,26.031099,-80.200348,,,0,
0334,0334,ID:0334 N 56 A/PARK R,,26.028929,-80.200325,,,0,
0337,0337,ID:0337 N 56 A/TAYLOR S,,26.013250,-80.199646,,,0,
0338,0338,ID:0338 HOLLYWOOD B/N 56 A,,26.010317,-80.200180,,,0,
0339,0339,ID:0339 HOLLYWOOD B/N 58 A,,26.010248,-80.204018,,,0,
0340,0340,ID:0340 HOLLYWOOD B/US 441 (W),,26.010199,-80.208397,,,0,
0341,0341,ID:0341 HOLLYWOOD B/N 62 A,,26.010149,-80.211899,,,0,
0342,0342,ID:0342 HOLLYWOOD B/N 64 A,,26.010073,-80.216171,,,0,
0343,0343,ID:0343 HOLLYWOOD B/SW 63 T,,26.009817,-80.215248,,,0,
0344,0344,ID:0344 HOLLYWOOD B/US 441 (E),,26.009983,-80.206566,,,0,
0345,0345,ID:0345 HOLLYWOOD B/S 58 A,,26.010067,-80.203987,,,0,
0346,0346,ID:0346 WASHINGTON S/S 56 A,,26.002605,-80.198296,,,0,
0347,0347,ID:0347 WASHINGTON S/S 52 A,,26.002632,-80.195816,,,0,
0348,0348,ID:0348 WASHINGTON S/S 50 A,,26.002672,-80.193985,,,0,
0349,0349,ID:0349 WASHINGTON S/S 48 A,,26.002747,-80.191704,,,0,
0350,0350,ID:0350 WASHINGTON S/HILLCREST D,,26.002771,-80.189621,,,0,
0351,0351,ID:0351 WASHINGTON S/S 41 A,,26.002899,-80.184601,,,0,
0352,0352,ID:0352 WASHINGTON S/S 37 A,,26.003014,-80.180283,,,0,
0353,0353,ID:0353 WASHINGTON S/S PARK R,,26.003082,-80.177933,,,0,
